product_name,brands,target,image_url,nutriscore_grade
Jambon cuit choix découenné et dégraissé,"Sans marque, Sauels France",white-hams,https://images.openfoodfacts.org/images/products/400/625/900/2006/front_fr.13.400.jpg,d
Jambon cuit au torchon,,white-hams,https://images.openfoodfacts.org/images/products/334/665/021/3658/front_fr.7.400.jpg,unknown
Le Bon Paris,Herta,white-hams,https://images.openfoodfacts.org/images/products/315/423/080/9210/front_fr.3.400.jpg,d
Jambon cuit supérieur avec couenne aux herbes,Leader Price,white-hams,https://images.openfoodfacts.org/images/products/326/385/860/3817/front_fr.14.400.jpg,d
Jambon cuit supérieur,,white-hams,https://images.openfoodfacts.org/images/products/023/935/902/3938/front_fr.4.400.jpg,d
Jambon Le Bon Paris au torchon,Herta,white-hams,https://images.openfoodfacts.org/images/products/761/303/586/5976/front_fr.9.400.jpg,c
Coeur de couene jambon cuit supérieur fumé,Intermarché,white-hams,https://images.openfoodfacts.org/images/products/021/136/701/9295/front_fr.4.400.jpg,d
Jambon cuit supérieur,,white-hams,https://images.openfoodfacts.org/images/products/308/973/152/0008/front_fr.13.400.jpg,d
Tranches de jambon,Clermont,white-hams,https://images.openfoodfacts.org/images/products/336/371/000/7255/front_fr.12.400.jpg,b
Jambon supérieur,Auchan  Le charcutier,white-hams,https://images.openfoodfacts.org/images/products/260/047/602/9529/front_fr.18.400.jpg,d
Jambon cuit,,white-hams,https://images.openfoodfacts.org/images/products/261/900/001/3972/front_fr.3.400.jpg,d
"Jambon Supérieur sans couenne - x4 tranches, 160g","U, U Bio",white-hams,https://images.openfoodfacts.org/images/products/325/622/951/7837/front_fr.32.400.jpg,c
Jambon cuit fumé,Saint Alby,white-hams,https://images.openfoodfacts.org/images/products/220/587/900/2256/front_fr.23.400.jpg,d
Jambon de paris,,white-hams,https://images.openfoodfacts.org/images/products/295/930/500/2371/front_fr.3.400.jpg,d
Jambon supérieur sans couenne,Franprix,white-hams,https://images.openfoodfacts.org/images/products/326/385/860/0915/front_fr.5.400.jpg,d
Prosciutto Arosto,Gran Brianza,white-hams,https://images.openfoodfacts.org/images/products/800/816/140/0587/front_fr.13.400.jpg,c
Jambon dégraissé magistral,Cora,white-hams,https://images.openfoodfacts.org/images/products/540/013/433/8737/front_fr.17.400.jpg,d
Jambon Cuit Supérieur Avec Couenne 2 Tranches,Auchan,white-hams,https://images.openfoodfacts.org/images/products/359/671/034/4420/front_fr.6.400.jpg,d
Jambon supérieur,Denner,white-hams,https://images.openfoodfacts.org/images/products/761/002/918/0787/front_fr.36.400.jpg,d
Jambon supérieur avec couenne Label Rouge 4 tranches,"Marque Repère, Tradilège",white-hams,https://images.openfoodfacts.org/images/products/366/111/205/3277/front_fr.17.400.jpg,d
jambon cuit,,white-hams,https://images.openfoodfacts.org/images/products/220/478/403/2211/front_fr.3.400.jpg,d
Tendre Noix Arrosto,"Herta, Tendre Noix",white-hams,https://images.openfoodfacts.org/images/products/761/303/414/1859/front_fr.7.400.jpg,d
Jambon traditionnel fumé au bois de hêtre,Saint Alby,white-hams,https://images.openfoodfacts.org/images/products/220/587/700/3668/front_fr.14.400.jpg,d
Jambon blanc sans sel nitrité,"Biocoop, Ensemble",white-hams,https://images.openfoodfacts.org/images/products/346/280/000/1095/front_fr.4.400.jpg,d
Jambon cuit à l'ancienne,Carrefour,white-hams,https://images.openfoodfacts.org/images/products/241/184/303/1621/front_fr.3.400.jpg,d
Jambon à l'os découenné et dégraissé,U,white-hams,https://images.openfoodfacts.org/images/products/325/622/050/6847/front_fr.33.400.jpg,c
Jambon cuit sup,Dhalluin,white-hams,https://images.openfoodfacts.org/images/products/284/516/702/0663/front_fr.11.400.jpg,c
Jambon cuit sans antibiotiques,,white-hams,https://images.openfoodfacts.org/images/products/020/618/302/1713/front_fr.3.400.jpg,unknown
Jambon traditionnel fumé au bois de hêtre,Lidl,white-hams,https://images.openfoodfacts.org/images/products/220/532/600/4222/front_fr.10.400.jpg,d
Jambon cuit sup fumé,,white-hams,https://images.openfoodfacts.org/images/products/028/145/102/9264/front_fr.12.400.jpg,b
Jambon cuit supérieur,,white-hams,https://images.openfoodfacts.org/images/products/287/162/102/5981/front_fr.12.400.jpg,d
Jambon cuit choix,,white-hams,https://images.openfoodfacts.org/images/products/020/766/102/8996/front_fr.3.400.jpg,d
Noix de jambon s/sel nitrité (2),Biocoop,white-hams,https://images.openfoodfacts.org/images/products/376/012/121/8278/front_fr.3.400.jpg,d
Le supérieur sans couenne,Monique Ranou,white-hams,https://images.openfoodfacts.org/images/products/325/039/344/5583/front_fr.3.400.jpg,d
Jambon Cuit au Torchon,"CARREFOUR LE MARCHÉ,Carrefour",white-hams,https://images.openfoodfacts.org/images/products/356/007/050/8013/front_fr.29.400.jpg,d
Jambon bio - le supérieur au Torchon,Fleury Michon,white-hams,https://images.openfoodfacts.org/images/products/330/274/004/3017/front_fr.20.400.jpg,c
Jambon superieur avec couenne,,white-hams,https://images.openfoodfacts.org/images/products/222/802/002/7090/front_fr.4.400.jpg,b
Jambon cuit supérieur avec couronne fumé,Cora,white-hams,https://images.openfoodfacts.org/images/products/325/798/493/1739/front_fr.14.400.jpg,d
Jambon de Paris,,white-hams,https://images.openfoodfacts.org/images/products/025/931/702/5651/front_fr.4.400.jpg,d
Jambon cuit à l'ancienne,,white-hams,https://images.openfoodfacts.org/images/products/247/052/603/7527/front_fr.8.400.jpg,d
Jambon supérieur sans couenne,Fresh,white-hams,https://images.openfoodfacts.org/images/products/366/605/457/0950/front_fr.10.400.jpg,b
Jambon cuit,,white-hams,,d
Jambon cuit supérieur aux noix,,white-hams,https://images.openfoodfacts.org/images/products/221/024/805/4842/front_fr.3.400.jpg,a
Jambon Blanc Superieur,,white-hams,https://images.openfoodfacts.org/images/products/025/008/201/9227/front_fr.4.400.jpg,d
Jambon supérieur sans couenne 4 tranches,,white-hams,https://images.openfoodfacts.org/images/products/227/369/502/7296/front_fr.3.400.jpg,d
Jambon cuit,Jean Floc'h,white-hams,https://images.openfoodfacts.org/images/products/334/858/005/1553/front_fr.4.400.jpg,d
Jambon supérieur de l'Adour,,white-hams,https://images.openfoodfacts.org/images/products/269/277/906/9074/front_fr.4.400.jpg,e
le bon Paris Broche,Herta,white-hams,https://images.openfoodfacts.org/images/products/981/444/738/6884/front_fr.3.400.jpg,unknown
Le jambon supérieur,Saint Alby,white-hams,https://images.openfoodfacts.org/images/products/405/648/913/8501/front_fr.26.400.jpg,c
Jamón cocido grand bouquet,Noel,white-hams,https://images.openfoodfacts.org/images/products/841/078/332/1384/front_es.40.400.jpg,c
Jambon cuit supérieur découenné dégraissé au Torchon,,white-hams,https://images.openfoodfacts.org/images/products/271/919/008/2281/front_fr.4.400.jpg,c
Jambon Superieur Cuit avec son Os,Les Saveurs Du Mas,white-hams,https://images.openfoodfacts.org/images/products/226/530/802/4075/front_fr.4.400.jpg,d
Jambon de Paris,Saint Alby,white-hams,https://images.openfoodfacts.org/images/products/405/648/967/8205/front_en.4.400.jpg,d
"Jambon cuit supérieur découenné dégraissé aux truffes 1,36% 4tr",Madrange,white-hams,https://images.openfoodfacts.org/images/products/318/094/008/9383/front_fr.4.400.jpg,d
Jambon cuit à l'ancienne,Domaine Picard,white-hams,https://images.openfoodfacts.org/images/products/247/052/702/2379/front_fr.3.400.jpg,d
Jambon supérieur avec couenne Cuisiné à l'Os,Carrefour,white-hams,https://images.openfoodfacts.org/images/products/356/007/047/5483/front_fr.3.400.jpg,c
Tranche de jambon cuit déclassées,,white-hams,https://images.openfoodfacts.org/images/products/291/083/300/7528/front_fr.4.400.jpg,unknown
Jambon Cuit - Agriculture Biologique,Treo,white-hams,https://images.openfoodfacts.org/images/products/376/001/970/1615/front_fr.9.400.jpg,d
Jambon cuit au four,,white-hams,https://images.openfoodfacts.org/images/products/280/000/004/9508/front_fr.4.400.jpg,d
Jambon cuit superieur,,white-hams,https://images.openfoodfacts.org/images/products/541/176/129/2927/front_fr.4.400.jpg,b
Jambon cuit supérieur au Torchon avec couenne,Le Marsigny,white-hams,https://images.openfoodfacts.org/images/products/000/002/613/7155/front_fr.3.400.jpg,d
Allumettes de jambon,Fleury Muchin,white-hams,https://images.openfoodfacts.org/images/products/606/575/891/4010/front_en.3.400.jpg,unknown
jambon provençal supérieur,authentique piveteau,white-hams,https://images.openfoodfacts.org/images/products/000/008/707/2877/front_fr.4.400.jpg,c
Jambon cuit à l’ encienne,Carrefour,white-hams,https://images.openfoodfacts.org/images/products/241/184/302/9710/front_fr.4.400.jpg,d
Jambon cuit italien aux herbes,,white-hams,https://images.openfoodfacts.org/images/products/222/714/302/1978/front_fr.4.400.jpg,d
Jambon blanc,,white-hams,,unknown
Jambon cuit sup,,white-hams,https://images.openfoodfacts.org/images/products/261/900/001/3545/front_fr.3.400.jpg,d
Jambon,,white-hams,https://images.openfoodfacts.org/images/products/330/274/057/2029/front_fr.5.400.jpg,a
Jambon avec os jambon cuit superieur,,white-hams,https://images.openfoodfacts.org/images/products/237/588/209/0257/front_fr.4.400.jpg,d
Jambon cuit Choix,"Lausse, Les Salaisons Lausse",white-hams,https://images.openfoodfacts.org/images/products/400/625/901/1749/front_fr.18.400.jpg,d
Jambon superieur cuit au bouillon de porc,Despi,white-hams,https://images.openfoodfacts.org/images/products/222/858/604/1981/front_fr.3.400.jpg,unknown
Jambon fumé,,white-hams,https://images.openfoodfacts.org/images/products/028/146/001/6408/front_fr.11.400.jpg,d
Le Supérieur Tradition,Fleury Michon,white-hams,https://images.openfoodfacts.org/images/products/309/575/662/7011/front_fr.7.400.jpg,c
Jambon à l’ancienne,Tallec,white-hams,https://images.openfoodfacts.org/images/products/226/475/204/6183/front_fr.13.400.jpg,d
Rostello alle erbe,Fiorucci,white-hams,https://images.openfoodfacts.org/images/products/800/797/501/8346/front_fr.16.400.jpg,d
Le Supérieur avec Couenne (4+2 gratuites),Fleury Michon,white-hams,https://images.openfoodfacts.org/images/products/309/575/753/8101/front_fr.6.400.jpg,c
Jambon cuit supérieur avec couenne fumé,Cora,white-hams,,d
Jambon cuit superieur,Brient,white-hams,https://images.openfoodfacts.org/images/products/334/665/021/5867/front_fr.3.400.jpg,d
Jambon a l ancienne cuit sans couenne,Domaine Picard,white-hams,https://images.openfoodfacts.org/images/products/225/251/902/8862/front_fr.3.400.jpg,d
Jambon cuit sup.vpf U saveurs,,white-hams,,unknown
Jambon cuit supérieur,,white-hams,https://images.openfoodfacts.org/images/products/286/591/701/3714/front_fr.3.400.jpg,b
Jambon supérieur,Diennet,white-hams,https://images.openfoodfacts.org/images/products/268/502/803/1953/front_fr.8.400.jpg,c
Jambon le paris,U,white-hams,https://images.openfoodfacts.org/images/products/325/622/573/6034/front_en.3.400.jpg,unknown
Jambon Cuit Supérieur,Belle France,white-hams,https://images.openfoodfacts.org/images/products/325/856/146/3124/front_fr.10.400.jpg,c
Jambon cuit superieur,Match,white-hams,https://images.openfoodfacts.org/images/products/370/013/390/8293/front_fr.15.400.jpg,d
Jambon à l'ancienne,Tallec,white-hams,https://images.openfoodfacts.org/images/products/226/475/703/4505/front_fr.4.400.jpg,d
Tranche de jambon cuit,,white-hams,https://images.openfoodfacts.org/images/products/244/377/200/0003/front_fr.4.400.jpg,unknown
Jambon cuit sup AC blanc,,white-hams,https://images.openfoodfacts.org/images/products/284/516/702/2308/front_fr.17.400.jpg,b
Dulano Kochschinken,Dulano,white-hams,https://images.openfoodfacts.org/images/products/737/486/611/628327/front_de.3.400.jpg,unknown
Jambon superieur traditionnel - cuit avec son os 3TR,Chambade,white-hams,https://images.openfoodfacts.org/images/products/265/380/102/2245/front_fr.4.400.jpg,d
Jambon Supérieur,Belle France,white-hams,https://images.openfoodfacts.org/images/products/325/856/146/3148/front_fr.13.400.jpg,c
Jambon supérieur avec couenne,,white-hams,https://images.openfoodfacts.org/images/products/020/074/003/2341/front_fr.4.400.jpg,b
Jambon De Paris Ac 4 Tranche,Jean Caby,white-hams,https://images.openfoodfacts.org/images/products/322/012/007/1408/front_fr.9.400.jpg,d
Jambon cuit,carrefour,white-hams,https://images.openfoodfacts.org/images/products/222/772/802/9320/front_fr.3.400.jpg,c
Kochhinterschinken,"Hofmaier, Hofmaier / Netto",white-hams,https://images.openfoodfacts.org/images/products/431/626/846/3386/front_de.14.400.jpg,d
Jambon de Paris sans couenne,Auchan,white-hams,https://images.openfoodfacts.org/images/products/359/671/045/1135/front_fr.25.400.jpg,c
Jambon blanc supérieur,,white-hams,https://images.openfoodfacts.org/images/products/025/008/202/1329/front_fr.4.400.jpg,d
Jambon cuit tranché,,white-hams,https://images.openfoodfacts.org/images/products/021/037/704/2378/front_fr.4.400.jpg,unknown
Jambon cuit sup blanc,,white-hams,https://images.openfoodfacts.org/images/products/284/516/802/4608/front_fr.4.400.jpg,b
Jambon cuit au miel,,white-hams,https://images.openfoodfacts.org/images/products/263/760/204/4613/front_fr.3.400.jpg,d
Jambon au torchon decouenne et degraisse,Saveurs des Mauges,white-hams,https://images.openfoodfacts.org/images/products/334/058/410/8189/front_fr.15.400.jpg,c
Jambon cuit à l'ancienne salé a la veine,,white-hams,https://images.openfoodfacts.org/images/products/241/184/303/5421/front_fr.8.400.jpg,d
Jambon superieur,,white-hams,https://images.openfoodfacts.org/images/products/265/380/102/4539/front_fr.4.400.jpg,d
Jambon cuit,,white-hams,https://images.openfoodfacts.org/images/products/260/265/602/6373/front_fr.3.400.jpg,e
Jambon traditionnel fumé au bois de hêtre,Saint Alby,white-hams,https://images.openfoodfacts.org/images/products/220/588/900/3618/front_fr.3.400.jpg,d
Jambon cuit supérieur,,white-hams,https://images.openfoodfacts.org/images/products/326/611/050/2521/front_fr.3.400.jpg,b
Jambon cuit supérieur,,white-hams,https://images.openfoodfacts.org/images/products/021/140/502/4342/front_fr.3.400.jpg,unknown
Jambon cuit en tranches,,white-hams,https://images.openfoodfacts.org/images/products/229/632/602/7229/front_fr.3.400.jpg,b
Jambon cuit supérieur,Carrefour,white-hams,https://images.openfoodfacts.org/images/products/352/368/043/7876/front_fr.17.400.jpg,c
Jambon cuit superieur aoste cuisiné à l'os,,white-hams,https://images.openfoodfacts.org/images/products/021/079/701/8694/front_fr.4.400.jpg,d
Jambon supérieur cuit au bouillon porc français,,white-hams,https://images.openfoodfacts.org/images/products/222/858/604/5729/front_fr.9.400.jpg,c
Le paris sans couenne,Fleury Michon,white-hams,https://images.openfoodfacts.org/images/products/330/274/001/6776/front_fr.4.400.jpg,c
Jambon Label Rouge sans Couenne,Fleury Michon,white-hams,https://images.openfoodfacts.org/images/products/309/575/764/4109/front_fr.3.400.jpg,c
Kochschinken Metzgerfrisch,Metzgerfrisch,white-hams,https://images.openfoodfacts.org/images/products/222/406/600/2664/front_de.3.400.jpg,unknown
Jambon grill,Maximo,white-hams,https://images.openfoodfacts.org/images/products/327/546/100/0587/front_fr.13.400.jpg,e
Jambon blanc,,white-hams,https://images.openfoodfacts.org/images/products/223/130/402/8010/front_fr.4.400.jpg,unknown
Jambon cuit sup blanc,,white-hams,https://images.openfoodfacts.org/images/products/028/145/002/9524/front_fr.4.400.jpg,b
Dés De Jambon Blanc VPF ~1kg,,white-hams,,unknown
Chiffonnade de jambon cuit,,white-hams,https://images.openfoodfacts.org/images/products/308/973/800/3009/front_fr.10.400.jpg,d
Jambon supérieur avec couenne,U,white-hams,https://images.openfoodfacts.org/images/products/227/369/302/1586/front_fr.16.400.jpg,d
"Le Broche, Lentement rôti - 4 tranches fines sans couenne",Fleury Michon,white-hams,https://images.openfoodfacts.org/images/products/309/575/632/3012/front_fr.68.400.jpg,c
Jambon cuit,Gourmets de l'Artois,white-hams,https://images.openfoodfacts.org/images/products/349/894/001/1199/front_fr.4.400.jpg,d
Jambon supérieur traditionnel,,white-hams,https://images.openfoodfacts.org/images/products/265/380/102/9718/front_fr.4.400.jpg,d
Jambon superieur fumé sans couenne,Auchan,white-hams,https://images.openfoodfacts.org/images/products/359/671/048/4379/front_fr.3.400.jpg,c
Le Torchon (lot de 2),Madrange,white-hams,https://images.openfoodfacts.org/images/products/318/094/007/7052/front_fr.7.400.jpg,d
Jambon supérieur cuit à l'étouffé sans nitrite,Marque Repère,white-hams,https://images.openfoodfacts.org/images/products/366/111/250/5301/front_fr.16.400.jpg,c
mon jambon blanc,Madrange,white-hams,https://images.openfoodfacts.org/images/products/000/003/219/8232/front_fr.3.400.jpg,unknown
jambon cuit traditionnel,l atelier gourmand,white-hams,,unknown
Jambon superieur traditionnel,,white-hams,https://images.openfoodfacts.org/images/products/265/380/102/2436/front_fr.4.400.jpg,d
Jambon cuit au four,Carrefour,white-hams,https://images.openfoodfacts.org/images/products/540/010/100/7352/front_fr.4.400.jpg,d
Jambon superieur sans couenne 4 tranches,U,white-hams,https://images.openfoodfacts.org/images/products/227/369/502/2437/front_fr.4.400.jpg,d
Gebraden Ham / Jambon Rôti,Dulano Selection,white-hams,https://images.openfoodfacts.org/images/products/000/002/039/8972/front_en.88.400.jpg,c
Jambon cuit superieur,,white-hams,https://images.openfoodfacts.org/images/products/334/186/057/6500/front_fr.4.400.jpg,c
Jambon tradition cuit au tirchon,,white-hams,https://images.openfoodfacts.org/images/products/248/835/803/2085/front_fr.3.400.jpg,c
Jambon blanc,,white-hams,https://images.openfoodfacts.org/images/products/027/838/703/6145/front_fr.4.400.jpg,unknown
JAMBON CUIT QUALITE CHOIX découenné dégraissé 10 tranches,"TLJ, Tous les jours",white-hams,https://images.openfoodfacts.org/images/products/370/031/180/1187/front_fr.16.400.jpg,d
Jambon blanc,,white-hams,https://images.openfoodfacts.org/images/products/229/900/603/0311/front_fr.4.400.jpg,d
Jamón cocido estilo italiano,Dal Salumiere,white-hams,https://images.openfoodfacts.org/images/products/000/002/055/0141/front_fr.15.400.jpg,a
Chiffonnade de jambon cuit superieur origine FR,La tasse,white-hams,https://images.openfoodfacts.org/images/products/370/011/830/0296/front_fr.17.400.jpg,c
Jambon blanc,Fleury Michon,white-hams,,unknown
Jambon a l’ancienne,,white-hams,https://images.openfoodfacts.org/images/products/247/052/204/4086/front_fr.10.400.jpg,d
Jambon cuit de qualité supérieure Label Rouge,Sélection des Mousquetaires,white-hams,https://images.openfoodfacts.org/images/products/021/250/201/8043/front_fr.4.400.jpg,d
Jambon cuit &quot;tradition&quot;,,white-hams,https://images.openfoodfacts.org/images/products/218/503/400/2317/front_fr.3.400.jpg,unknown
Jambon cuit bio,Auchan,white-hams,https://images.openfoodfacts.org/images/products/359/671/033/7606/front_fr.4.400.jpg,d
Jambon supérieur,,white-hams,https://images.openfoodfacts.org/images/products/343/949/630/6889/front_fr.3.400.jpg,unknown
Prosciutto cotto,Pam & Panorama,white-hams,https://images.openfoodfacts.org/images/products/800/426/369/4930/front_fr.3.400.jpg,d
Jambon cuit supérieur avec couenne,Bien vu!,white-hams,https://images.openfoodfacts.org/images/products/366/099/200/7493/front_fr.6.400.jpg,d
Jambon cuit,Jean Floc'h,white-hams,https://images.openfoodfacts.org/images/products/334/858/005/1553/front_fr.4.400.jpg,d
Jambon Cuit Supérieur Découenné Dégraissé,,white-hams,https://images.openfoodfacts.org/images/products/317/734/001/8730/front_fr.4.400.jpg,d
Jambon cuit au miel,,white-hams,https://images.openfoodfacts.org/images/products/263/760/202/6046/front_fr.12.400.jpg,d
"Jambon Supérieur sans couenne Tranché fin à l'italienne - x4 tranches,120g",U,white-hams,https://images.openfoodfacts.org/images/products/325/622/463/2719/front_fr.47.400.jpg,c
Tranchettes de jambon supérieur désossé découenné sous vide,Api Alliance,white-hams,https://images.openfoodfacts.org/images/products/376/024/498/1004/front_fr.5.400.jpg,d
Jambon cuit supérieur avec son os,,white-hams,https://images.openfoodfacts.org/images/products/345/359/008/2173/front_fr.3.400.jpg,d
Jambon traditionnel,Saint Alby,white-hams,https://images.openfoodfacts.org/images/products/220/588/600/2270/front_fr.3.400.jpg,d
Jambon traditionnel fumé Saint Alby,Saint Alby,white-hams,https://images.openfoodfacts.org/images/products/220/588/100/4095/front_fr.3.400.jpg,d
Schinken gekocht,Proscuitto,white-hams,https://images.openfoodfacts.org/images/products/800/422/504/3752/front_fr.3.400.jpg,d
Jambon cuit sup blanc,,white-hams,https://images.openfoodfacts.org/images/products/028/145/003/1688/front_fr.4.400.jpg,b
Jambon superieur,,white-hams,https://images.openfoodfacts.org/images/products/334/665/021/1920/front_fr.3.400.jpg,b
Le Torchon (lot de 2),Madrange,white-hams,https://images.openfoodfacts.org/images/products/318/094/007/7052/front_fr.7.400.jpg,d
Jambon blanc en tranches,,white-hams,https://images.openfoodfacts.org/images/products/020/016/302/5845/front_fr.3.400.jpg,unknown
Jambon cuit superieur,,white-hams,https://images.openfoodfacts.org/images/products/021/140/502/7091/front_fr.3.400.jpg,b
Jambon cuit supérieure 4 tranches,,white-hams,https://images.openfoodfacts.org/images/products/237/992/000/1366/front_fr.3.400.jpg,d
Jambon supérieur sans couenne,Belle France,white-hams,https://images.openfoodfacts.org/images/products/325/856/146/3162/front_fr.23.400.jpg,d
Jambon Supérieur Sans Couenne,Auchan,white-hams,https://images.openfoodfacts.org/images/products/359/671/043/4411/front_fr.47.400.jpg,c
Jambon cuit supérieur,Antoine Sabatier,white-hams,https://images.openfoodfacts.org/images/products/344/170/028/5149/front_fr.14.400.jpg,c
Jambon blanc cuit,,white-hams,https://images.openfoodfacts.org/images/products/223/807/803/0379/front_fr.3.400.jpg,c
Jambon cuit supérieur aveyron,Porc de l'Aveyron,white-hams,https://images.openfoodfacts.org/images/products/269/303/703/7194/front_fr.4.400.jpg,d
TENDRE NOIX jambon à la broche,Herta,white-hams,https://images.openfoodfacts.org/images/products/761/303/583/2022/front_fr.81.400.jpg,d
Jambon Cuit Supérieur BIO 3Noix,,white-hams,https://images.openfoodfacts.org/images/products/221/024/805/3722/front_fr.3.400.jpg,a
Jambon Blanc Supérieur DD VPF - ~60gx10 Tranches,,white-hams,,unknown
Le jambon zéro nitrite,Fleury Michon,white-hams,https://images.openfoodfacts.org/images/products/000/006/162/9530/front_fr.4.400.jpg,c
Tranches de jambon cuit déclassées,,white-hams,https://images.openfoodfacts.org/images/products/291/083/300/8341/front_fr.3.400.jpg,d
Jambon magistral à l'os,Saint alby,white-hams,https://images.openfoodfacts.org/images/products/000/002/034/2111/front_fr.4.400.jpg,d
Jambon cuit supérieur,,white-hams,https://images.openfoodfacts.org/images/products/020/953/901/0232/front_fr.4.400.jpg,d
Mon Gourmand Supérieur avec couenne (+1 tranche gratuite),Monique Ranou,white-hams,https://images.openfoodfacts.org/images/products/325/039/134/5403/front_fr.8.400.jpg,d
Jambon de Paris,,white-hams,https://images.openfoodfacts.org/images/products/025/931/702/6047/front_fr.12.400.jpg,d
Jambon superieur,,white-hams,https://images.openfoodfacts.org/images/products/227/369/502/1713/front_fr.4.400.jpg,d
Jambon superieur cuit au bouillon Porc francais,Despi,white-hams,https://images.openfoodfacts.org/images/products/222/858/501/9745/front_fr.3.400.jpg,unknown
jambon fumé au bois de hêtre supérieur,,white-hams,https://images.openfoodfacts.org/images/products/242/913/804/9794/front_fr.4.400.jpg,c
Jambon cuit au miel,,white-hams,https://images.openfoodfacts.org/images/products/263/760/204/4613/front_fr.3.400.jpg,d
Jambon supérieure DD au Torchon,Brient,white-hams,https://images.openfoodfacts.org/images/products/334/665/021/9612/front_fr.3.400.jpg,c
Jambon cuit sans c torchon,,white-hams,https://images.openfoodfacts.org/images/products/020/991/401/3056/front_fr.3.400.jpg,c
Jambon à l'ancienne cuit au torchon,"U, U Saveurs",white-hams,https://images.openfoodfacts.org/images/products/025/302/802/4668/front_fr.13.400.jpg,d
Jambon Label Rouge sans Couenne,Fleury Michon,white-hams,https://images.openfoodfacts.org/images/products/309/575/764/4109/front_fr.3.400.jpg,c
Jambon superieur traditionnel,,white-hams,https://images.openfoodfacts.org/images/products/265/380/103/1094/front_fr.13.400.jpg,d
Jambon rôti aux herbes Bio,La Vie Claire,white-hams,https://images.openfoodfacts.org/images/products/326/619/105/5572/front_fr.24.400.jpg,d
Jambon supérieur traditionnel,,white-hams,https://images.openfoodfacts.org/images/products/265/380/103/2473/front_fr.4.400.jpg,d
Jambon cuit au bouillon à l'os,Carrefour,white-hams,https://images.openfoodfacts.org/images/products/222/772/802/7425/front_fr.3.400.jpg,d
Jambon blanc,,white-hams,,d
Jambon cuit Aveyron,,white-hams,https://images.openfoodfacts.org/images/products/269/303/703/6210/front_fr.3.400.jpg,d
Le Supérieur Bio - Torchon,Fleury Michon,white-hams,https://images.openfoodfacts.org/images/products/309/575/617/9015/front_fr.13.400.jpg,c
Jambon supérieur cuit à l'étouffée,Tradilège,white-hams,https://images.openfoodfacts.org/images/products/366/111/250/2911/front_fr.22.400.jpg,d
Jambon cuit superieur,Kermené,white-hams,https://images.openfoodfacts.org/images/products/326/611/050/2538/front_fr.3.400.jpg,c
Jambon à griller,Gourmets de l'Artois,white-hams,https://images.openfoodfacts.org/images/products/349/894/000/9295/front_fr.4.400.jpg,d
Chiffonade de jambon cuit DD VPF,,white-hams,https://images.openfoodfacts.org/images/products/330/382/000/2146/front_fr.3.400.jpg,d
Jambon à l ancienne fumé cuit avec couenne,,white-hams,https://images.openfoodfacts.org/images/products/260/266/602/1061/front_fr.3.400.jpg,d
jambon cuit,,white-hams,https://images.openfoodfacts.org/images/products/222/858/501/8045/front_fr.4.400.jpg,unknown
Jambon cuit,Charcuterie Des Papes,white-hams,https://images.openfoodfacts.org/images/products/245/482/102/5069/front_fr.4.400.jpg,d
Le Superieur bio - 2 tranches avec couenne,Fleury Michon,white-hams,https://images.openfoodfacts.org/images/products/309/575/885/3012/front_fr.4.400.jpg,d
Jambon cuit,,white-hams,https://images.openfoodfacts.org/images/products/245/448/404/9853/front_fr.3.400.jpg,b
Jambon supérieur Dégustation (16 tranches),Madrange Restauration,white-hams,https://images.openfoodfacts.org/images/products/359/227/001/1758/front_fr.14.400.jpg,d
"Jambon supérieur avec couenne Bleu Blanc Coeur, 6 tranches 240g",U,white-hams,https://images.openfoodfacts.org/images/products/325/622/006/1025/front_fr.31.400.jpg,c
Jambon cuit supérieur porc bourguignon-2 tranches,,white-hams,https://images.openfoodfacts.org/images/products/023/934/802/0801/front_fr.4.400.jpg,e
Jambon Supérieur cuit au torchon,,white-hams,https://images.openfoodfacts.org/images/products/020/953/801/1223/front_fr.3.400.jpg,d
Tendre Noix à la Broche cuisiné aux figues,Herta,white-hams,https://images.openfoodfacts.org/images/products/761/303/514/6266/front_fr.4.400.jpg,d
Jambon Supérieur Fumé,Leader Price,white-hams,https://images.openfoodfacts.org/images/products/334/186/057/6449/front_en.3.400.jpg,unknown
Jambon cuit superieur en chiffonade aux herbes de provence,,white-hams,https://images.openfoodfacts.org/images/products/245/482/202/1527/front_fr.3.400.jpg,d
Le Torchon jambon cuit dans son bouillon,Madrange,white-hams,https://images.openfoodfacts.org/images/products/318/094/006/1495/front_fr.8.400.jpg,d
Le supérieur - 6 tranches fines sans couenne - -25% de sel,Fleury Michon,white-hams,https://images.openfoodfacts.org/images/products/309/575/442/2014/front_fr.20.400.jpg,c
Jambon blanc,,white-hams,https://images.openfoodfacts.org/images/products/000/007/204/0744/front_fr.4.400.jpg,c
Jambon superieur,Lausse,white-hams,https://images.openfoodfacts.org/images/products/400/625/901/2548/front_fr.21.400.jpg,d
Jambon cuit à l’ancienne,U,white-hams,,unknown
Jambon Cuit Supérieur au Torchon Decouenne,Supermarché Match,white-hams,https://images.openfoodfacts.org/images/products/370/013/390/8347/front_fr.12.400.jpg,c
Jambon de Paris découenné dégraissé,Casino,white-hams,https://images.openfoodfacts.org/images/products/322/247/611/7274/front_fr.9.400.jpg,c
Jambon cuit à l'ancienne,,white-hams,https://images.openfoodfacts.org/images/products/025/302/803/3783/front_fr.10.400.jpg,d
